,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
151,Chasing Mavericks,2012,PG,26 Oct 2012,116 min,"Biography, Drama, Sport","Michael Apted, Curtis Hanson","Kario Salem, Jim Meenaghan, Brandon Hooper","Jonny Weston, Gerard Butler, Elisabeth Shue","When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzc5MTU5MTk2OF5BMl5BanBnXkFtZTcwMzg3NjcxOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,7.1,"32,195",tt1629757,movie,26 Feb 2013,"$6,002,756",N/A,N/A,True,,
152,One for the Money,2012,PG-13,27 Jan 2012,91 min,"Action, Comedy, Crime",Julie Anne Robinson,"Stacy Sherman, Karen Ray, Liz Brixius","Katherine Heigl, Jason O'Mara, Daniel Sunjata","Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.3,"41,911",tt1598828,movie,15 May 2012,"$26,414,527",N/A,N/A,True,,
153,Bachelorette,2012,R,06 Sep 2012,87 min,"Comedy, Romance",Leslye Headland,Leslye Headland,"Kirsten Dunst, Isla Fisher, Lizzy Caplan",Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZGQ1YjkyZGQtZDk0ZS00ZDgwLTlhYjgtNzQxNjkwMmQ0Mzk5XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.3,"46,632",tt1920849,movie,19 Mar 2013,"$447,954",N/A,N/A,True,,
154,Lay the Favorite,2012,R,22 Jun 2012,94 min,"Comedy, Drama, Romance",Stephen Frears,"D.V. DeVincentis, Beth Raymer","Rebecca Hall, Bruce Willis, Vince Vaughn","Ex-private dancer Beth aspires to be a Las Vegas cocktail waitress, when she falls in with Dink, a sports gambler. Sparks fly as she proves to be something of a gambling prodigy--much to the ire of Dink's wife, Tulip.","English, Spanish","United States, United Kingdom, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMTY2MzUyMDAyNF5BMl5BanBnXkFtZTcwMDAyNDg2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,4.8,"11,553",tt1132449,movie,05 Mar 2013,"$20,998",N/A,N/A,True,,
155,Kahaani,2012,Not Rated,09 Mar 2012,122 min,"Mystery, Thriller",Sujoy Ghosh,"Sujoy Ghosh, Advaita Kala, Suresh Nair","Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Hindi,India,24 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.1,"61,445",tt1821480,movie,01 May 2017,N/A,N/A,N/A,True,,
156,Parental Guidance,2012,PG,25 Dec 2012,105 min,"Comedy, Family",Andy Fickman,"Lisa Addario, Joe Syracuse","Billy Crystal, Bette Midler, Marisa Tomei",Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.0,"25,663",tt1047540,movie,26 Mar 2013,"$77,267,296",N/A,N/A,True,,
157,The Raven,2012,R,27 Apr 2012,110 min,"Crime, Mystery, Thriller",James McTeigue,"Hannah Shakespeare, Ben Livingston","John Cusack, Alice Eve, Luke Evans","When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",English,"United States, Spain, Hungary",5 nominations,https://m.media-amazon.com/images/M/MV5BNTU4OGY5MjYtNTg5Zi00NGEyLTlhYTgtMTU3NzBmYmMzYWU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.4,"84,310",tt1486192,movie,09 Oct 2012,"$16,008,272",N/A,N/A,True,,
158,Liberal Arts,2012,PG-13,05 Oct 2012,97 min,"Comedy, Drama, Romance",Josh Radnor,Josh Radnor,"Josh Radnor, Elizabeth Olsen, Zac Efron","When 30-something Jesse returns to his alma mater for a professor's retirement party, he falls for Zibby, a college student, and is faced with a powerful attraction that springs up between them.",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BNDRlN2Y5ZDItYTJjMC00NDNlLWIzM2YtNWMxMzhlNWRjMjIyXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.7,"37,482",tt1872818,movie,18 Dec 2012,"$327,345",N/A,N/A,True,,
159,Stolen,2012,R,06 Sep 2012,96 min,"Action, Crime, Thriller",Simon West,David Guggenheim,"Nicolas Cage, Malin Akerman, Josh Lucas","A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.","English, Swedish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMWI4ZmE4YjktYTg0OC00OGI1LTk5N2EtNzQ5MDA3YjIyOGNmXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.5,"44,565",tt1656186,movie,04 Dec 2012,"$304,318",N/A,N/A,True,,
160,Kon-Tiki,2012,PG-13,26 Apr 2013,118 min,"Adventure, Biography, Drama","Joachim Rønning, Espen Sandberg",Petter Skavlan,"Pål Sverre Hagen, Anders Baasmo Christiansen, Gustaf Skarsgård","Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.","Norwegian, English, French, Swedish, Spanish","United Kingdom, Norway, Denmark, Germany, Sweden",Nominated for 1 Oscar. 12 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMjMxOTU2NzQxMF5BMl5BanBnXkFtZTcwODIwODY0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.2,"48,194",tt1613750,movie,22 May 2015,"$1,517,410",N/A,N/A,True,,
161,Paranormal Activity 4,2012,R,19 Oct 2012,88 min,"Horror, Mystery","Henry Joost, Ariel Schulman","Christopher Landon, Chad Feehan, Oren Peli","Stephen Dunham, Katie Featherston, Matt Shively","It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","English, Ukrainian",United States,2 wins,https://m.media-amazon.com/images/M/MV5BNjAxMzM0MjYwM15BMl5BanBnXkFtZTcwMjMwMjAyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,4.6,"65,130",tt2109184,movie,29 Jan 2013,"$53,885,000",N/A,N/A,True,,
162,Quartet,2012,PG-13,01 Mar 2013,98 min,"Comedy, Drama, Music",Dustin Hoffman,Ronald Harwood,"Maggie Smith, Michael Gambon, Billy Connolly","At a home for retired musicians, the annual concert to celebrate Composer Giuseppe Verdi's birthday is disrupted by the arrival of Jean (Dame Maggie Smith), an eternal diva and the former wife of one of the residents.","English, Italian, Polish, French",United Kingdom,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTc2MTI0MzI5Ml5BMl5BanBnXkFtZTcwNzkzNjQ4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.8,"20,003",tt1441951,movie,18 Jun 2013,"$18,390,117",N/A,N/A,True,,
163,28 Hotel Rooms,2012,Not Rated,09 Nov 2012,82 min,"Drama, Romance",Matt Ross,Matt Ross,"Marin Ireland, Chris Messina, Robert Deamer","A novelist and an accountant meet while they are traveling for work, and though they both are in relationships, their one-night stand could become something more.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTUwOTM5NTMwMF5BMl5BanBnXkFtZTcwNjU5ODIzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.8,"3,298",tt2124074,movie,12 Feb 2013,"$18,869",N/A,N/A,True,,
164,Playing for Keeps,2012,PG-13,07 Dec 2012,105 min,"Comedy, Romance, Sport",Gabriele Muccino,Robbie Fox,"Gerard Butler, Jessica Biel, Dennis Quaid",A former sports star who's fallen on hard times starts coaching his son's football team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive football moms who pursue him at ev,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.7,"29,949",tt1540128,movie,05 Mar 2013,"$13,103,272",N/A,N/A,True,,
165,Upside Down,2012,PG-13,01 May 2013,109 min,"Drama, Fantasy, Romance",Juan Solanas,"Juan Solanas, Santiago Amigorena, Pierre Magny","Jim Sturgess, Kirsten Dunst, Timothy Spall","Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love","English, Spanish","Canada, France",6 nominations,https://m.media-amazon.com/images/M/MV5BMTgzNzM4ODMwNV5BMl5BanBnXkFtZTcwNDU1MzEwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"71,219",tt1374992,movie,25 Jun 2013,"$105,095",N/A,N/A,True,,
166,Great Expectations,1998,R,30 Jan 1998,111 min,"Drama, Romance",Alfonso Cuarón,"Charles Dickens, Mitch Glazer","Ethan Hawke, Gwyneth Paltrow, Hank Azaria",Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,"English, French, Portuguese",United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMDFiODQ3ZmEtZDQwYS00ZmQ4LWIxYzItYzM2YmVhNDRmZmFiXkEyXkFqcGdeQXVyNTk5Nzg1NjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"53,079",tt0119223,movie,18 Jan 2000,"$26,420,672",N/A,N/A,True,,
167,The Odd Life of Timothy Green,2012,PG,15 Aug 2012,105 min,"Comedy, Drama, Family",Peter Hedges,"Peter Hedges, Ahmet Zappa","Jennifer Garner, Joel Edgerton, CJ Adams","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",English,United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BOTNkYjM1YTAtYTFiOC00ZDY2LWI5ZDYtODEwZDM4ZDljNDgwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.6,"46,341",tt1462769,movie,04 Dec 2012,"$51,854,875",N/A,N/A,True,,
168,Premium Rush,2012,PG-13,24 Aug 2012,91 min,"Action, Crime, Thriller",David Koepp,"David Koepp, John Kamps","Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez","In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","English, Mandarin, Cantonese",United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.5,"112,792",tt1547234,movie,21 Dec 2012,"$20,275,446",N/A,N/A,True,,
169,Not Fade Away,2012,R,19 Jul 2013,112 min,Drama,David Chase,David Chase,"John Magaro, Jack Huston, Will Brill","Set in suburban New Jersey in the 1960s, a group of friends form a rock band and try to make it big.",English,United States,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzU2NDU2MzIyMl5BMl5BanBnXkFtZTcwMDk2NTY1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.0,"4,601",tt1230215,movie,30 Apr 2013,"$610,792",N/A,N/A,True,,
170,Disconnect,2012,R,05 Jul 2013,115 min,"Drama, Thriller",Henry Alex Rubin,Andrew Stern,"Jason Bateman, Jonah Bobo, Haley Ramm",A drama centered on a group of people searching for human connections in today's wired world.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA2MTEzMDkyOF5BMl5BanBnXkFtZTcwNzc4NTgxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.5,"74,872",tt1433811,movie,17 Sep 2013,"$1,436,900",N/A,N/A,True,,
171,Sightseers,2012,Not Rated,10 May 2013,88 min,"Adventure, Comedy, Crime",Ben Wheatley,"Alice Lowe, Steve Oram, Amy Jump","Alice Lowe, Kenneth Hadley, Steve Oram","Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",English,United Kingdom,11 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMTQ5ODAwNDAzOF5BMl5BanBnXkFtZTcwMDUyOTc0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.5,"28,162",tt2023690,movie,10 Dec 2013,"$61,782",N/A,N/A,True,,
172,The Pirates! Band of Misfits,2012,PG,27 Apr 2012,88 min,"Animation, Adventure, Comedy","Peter Lord, Jeff Newitt",Gideon Defoe,"Hugh Grant, Salma Hayek, Jeremy Piven",Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.,English,"United Kingdom, United States",Nominated for 1 Oscar. 20 nominations total,https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"47,154",tt1430626,movie,28 Aug 2012,"$31,051,126",N/A,N/A,True,,
173,Chernobyl Diaries,2012,R,25 May 2012,86 min,"Horror, Mystery, Thriller",Bradley Parker,"Oren Peli, Carey Van Dyke, Shane Van Dyke","Jesse McCartney, Jonathan Sadowski, Olivia Taylor Dudley","Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.","English, Ukrainian, Russian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNzkwNDkyNTUxNV5BMl5BanBnXkFtZTcwODY1NTE3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",N/A,5.0,"65,593",tt1991245,movie,16 Oct 2012,"$18,119,640",N/A,N/A,True,,
174,Celeste,2018,TV-14,06 Feb 2019,105 min,"Drama, Music",Ben Hackworth,"Bille Brown, Ben Hackworth","Radha Mitchell, Thomas Cocquerel, Nadine Garner",Celeste is a love story set in the tropical splendor of far north Queensland. It is a story of a family falling apart coming together again and their last chance to keep a decaying world alive. Celeste is a renowned opera diva who re,English,Australia,7 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BYTQyMzJlNDUtMmNhMi00NTUwLWI2ZDgtZDQ1ZjljYzcwODE1XkEyXkFqcGdeQXVyMjI1OTQ2MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}]",N/A,5.6,183,tt5705306,movie,29 May 2019,N/A,N/A,N/A,True,,
175,Talaash,2012,Not Rated,30 Nov 2012,140 min,"Crime, Drama, Mystery","Reema Kagti, Priyamvada Narayanan","Farhan Akhtar, Anurag Kashyap, Zoya Akhtar","Aamir Khan, Kareena Kapoor, Rani Mukerji","Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.","Hindi, English, Marathi, Tamil",India,7 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BNTg5NzI3NzQzNl5BMl5BanBnXkFtZTcwMjM3MDU2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"41,446",tt1787988,movie,06 Jan 2018,"$2,871,956",N/A,N/A,True,,
176,Hope Springs,2012,PG-13,08 Aug 2012,100 min,"Comedy, Drama, Romance",David Frankel,Vanessa Taylor,"Meryl Streep, Tommy Lee Jones, Steve Carell","After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",English,"United States, Canada",2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.3,"42,221",tt1535438,movie,04 Dec 2012,"$63,536,011",N/A,N/A,True,,
177,People Like Us,2012,PG-13,29 Jun 2012,114 min,"Comedy, Drama",Alex Kurtzman,"Alex Kurtzman, Roberto Orci, Jody Lambert","Chris Pine, Elizabeth Banks, Michelle Pfeiffer","While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.","English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM3MzUyNzg3NF5BMl5BanBnXkFtZTcwNjk3NDA4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.1,"42,653",tt1716777,movie,02 Oct 2012,"$12,434,778",N/A,N/A,True,,
178,The ABCs of Death,2012,Not Rated,26 Apr 2013,129 min,"Comedy, Horror","Kaare Andrews, Angela Bettis, Hélène Cattet","Ant Timpson, Nacho Vigalondo, Adrian Garcia Bogliano","Ingrid Bolsø Berdal, Iván González, Kyra Zagorsky",A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,"English, Spanish, Japanese, German, French, Korean","United States, New Zealand",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjIzNTA0OTIxNV5BMl5BanBnXkFtZTcwMzA3MTM2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,4.7,"18,902",tt1935896,movie,28 May 2013,"$21,832",N/A,N/A,True,,
179,Into the White,2012,R,12 Apr 2013,104 min,"Action, Biography, Drama",Petter Næss,"Ole Meldgaard, Dave Mango, Petter Næss","Florian Lukas, David Kross, Lachlan Nieboer","Norway, WWII: A group of British and German soldiers find themselves stranded in the wilderness after an aircraft battle. Finding shelter in the same cabin, they realize the only way to survive the winter is to place the rules of war","English, Norwegian, German","Norway, Sweden, France",3 nominations,https://m.media-amazon.com/images/M/MV5BMTM5MDgzMTAyMV5BMl5BanBnXkFtZTcwODA5MzUwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",N/A,7.2,"20,648",tt1876277,movie,10 Sep 2013,$704,N/A,N/A,True,,
180,The Sweeney,2012,R,01 Mar 2013,112 min,"Action, Crime, Drama",Nick Love,"Nick Love, John Hodge, Ian Kennedy Martin","Ray Winstone, Plan B, Hayley Atwell",A hardened detective in the Flying Squad of London's Metropolitan police. Based on the '70s UK TV show.,"English, Serbian",United Kingdom,5 nominations,https://m.media-amazon.com/images/M/MV5BMTQwNDAzODYwMF5BMl5BanBnXkFtZTcwMTIxMDk5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.1,"19,490",tt0857190,movie,02 Apr 2013,"$26,650",N/A,N/A,True,,
181,Vamps,2012,PG-13,02 Nov 2012,92 min,"Comedy, Horror, Romance",Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Krysten Ritter, Larry Wilmore",Two female vampires in modern-day New York City are faced with daunting romantic possibilities.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg0ODkwMzI0NV5BMl5BanBnXkFtZTcwMDc4OTc2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.2,"10,083",tt1545106,movie,13 Nov 2012,"$3,361",N/A,N/A,True,,
182,Barfi!,2012,Not Rated,14 Sep 2012,151 min,"Comedy, Drama, Romance",Anurag Basu,"Anurag Basu, Tani Basu, Sanjeev Dutta","Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Hindi,India,60 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,8.1,"79,731",tt2082197,movie,11 Mar 2017,"$2,804,874",N/A,N/A,True,,
183,Bel Ami,2012,R,09 Mar 2012,102 min,"Crime, Drama, History","Declan Donnellan, Nick Ormerod","Guy de Maupassant, Rachel Bennette","Robert Pattinson, Uma Thurman, Kristin Scott Thomas",A chronicle of a young man's rise to power in Paris via his manipulation of the city's wealthiest and most influential women.,English,"United Kingdom, Italy",N/A,https://m.media-amazon.com/images/M/MV5BMTY4NzI0MDgxOF5BMl5BanBnXkFtZTcwODU4MDE2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.4,"18,394",tt1440732,movie,07 Aug 2012,"$120,462",N/A,N/A,True,,
184,Unfinished Song,2012,PG-13,22 Feb 2013,90 min,"Comedy, Drama, Music",Paul Andrew Williams,Paul Andrew Williams,"Terence Stamp, Gemma Arterton, Christopher Eccleston","Grumpy pensioner Arthur honors his recently deceased wife's passion for performing by joining the unconventional local choir to which she used to belong, a process that helps him build bridges with his estranged son, James.",English,"United Kingdom, Germany",3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTY5MjA5NzExM15BMl5BanBnXkFtZTcwMDE5NzU2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"7,606",tt1047011,movie,24 Sep 2013,"$1,702,668",N/A,N/A,True,,
185,A Thousand Words,2012,PG-13,09 Mar 2012,91 min,"Comedy, Drama",Brian Robbins,Steve Koren,"Eddie Murphy, Cliff Curtis, Kerry Washington","After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTAzODAwODkwMjBeQTJeQWpwZ15BbWU3MDI4MDE3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,5.9,"41,996",tt0763831,movie,26 Jun 2012,"$18,450,127",N/A,N/A,True,,
