,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
174,Never Look Away,2018,R,03 Oct 2018,189 min,"Biography, Drama, Romance",Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,"Tom Schilling, Sebastian Koch, Paula Beer","German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.","German, Russian","Germany, Italy",Nominated for 2 Oscars. 5 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BNGUwYTQxZDYtYTZlMy00YmVhLTkyOTYtOTUwMzI2NTBlOWNhXkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.8,"19,794",tt5311542,movie,14 May 2019,"$1,304,042",N/A,N/A,True,,
175,Vox Lux,2018,R,20 Dec 2018,114 min,"Drama, Music",Brady Corbet,"Brady Corbet, Mona Fastvold","Natalie Portman, Jude Law, Stacy Martin",An unusual set of circumstances brings unexpected success to a pop star.,"English, Croatian, Chinese",United States,2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BOTU2YjVhNjMtMGQ4ZC00ZmUyLWJlZjAtNTgyZjhjZmQwNWUwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,5.8,"17,624",tt5960374,movie,04 Mar 2019,"$727,119",N/A,N/A,True,,
176,The Wind,2018,R,05 Apr 2019,88 min,"Horror, Mystery, Thriller",Emma Tammi,Teresa Sutherland,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman",A plains-woman faces the harshness and isolation of the untamed land in the Western frontier of the late 1800s.,English,United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWVlYzc0MGItNDAxNC00ODhjLTliYzYtMTEwNDhiMTViZGZiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,5.6,"7,639",tt8426594,movie,07 Apr 2019,"$28,252",N/A,N/A,True,,
177,Super Troopers 2,2018,R,20 Apr 2018,99 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme","Jay Chandrasekhar, Kevin Heffernan, Steve Lemme","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.1,"25,872",tt0859635,movie,24 Jul 2012,"$30,617,396",N/A,N/A,True,,
178,Summer '03,2018,Not Rated,20 Dec 2018,95 min,"Comedy, Drama, Romance",Becca Gleason,Becca Gleason,"Joey King, Paul Scheer, Andrea Savage",A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BZjhjYjVmZmYtMzBiNi00OWYxLWEwNjUtNjQ1NWEzOTgxODc4XkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.5,"3,213",tt7284204,movie,05 Feb 2019,"$11,746",N/A,N/A,True,,
179,An Acceptable Loss,2018,R,18 Jan 2019,102 min,"Drama, Thriller",Joe Chappelle,Joe Chappelle,"Tika Sumpter, Jamie Lee Curtis, Ben Tavassoli",Libby teaches at a university but 4 years ago she was top aide to VP Rachel and was part of a total victory action. Rachel is now US president and worried about Libby keeping quiet. Libby also has a student spying on her.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTlmODY4MjQtZDUzNC00YWFhLWJjNTktYTMyYjY1OTVjOTc1XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.4,"1,369",tt7049542,movie,18 Jan 2019,"$32,427",N/A,N/A,True,,
180,Maze Runner: The Death Cure,2018,PG-13,26 Jan 2018,143 min,"Action, Adventure, Sci-Fi",Wes Ball,"T.S. Nowlin, James Dashner","Dylan O'Brien, Ki Hong Lee, Kaya Scodelario","Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare"".",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BMTYyNzk3MDc2NF5BMl5BanBnXkFtZTgwMDk3OTM1NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"129,616",tt4500922,movie,24 Apr 2018,"$58,032,443",N/A,N/A,True,,
181,Duck Butter,2018,Not Rated,27 Apr 2018,93 min,"Comedy, Drama, Romance",Miguel Arteta,"Miguel Arteta, Alia Shawkat","Alia Shawkat, Drew Langer, Marc Maron","Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","English, Catalan, Spanish",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTU4MTMxMTM4NV5BMl5BanBnXkFtZTgwNjAzNjAxNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.3,"3,768",tt6958014,movie,24 Apr 2018,"$6,877",N/A,N/A,True,,
182,The Little Mermaid,1989,G,17 Nov 1989,83 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","John Musker, Ron Clements, Hans Christian Andersen","Jodi Benson, Samuel E. Wright, Rene Auberjonois",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"English, French",United States,Won 2 Oscars. 14 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BN2JlZTBhYTEtZDE3OC00NTA3LTk5NTQtNjg5M2RjODllM2M0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.6,"251,622",tt0097757,movie,01 Oct 2013,"$111,543,479",N/A,N/A,True,,
183,Padmaavat,2018,Not Rated,25 Jan 2018,164 min,"Drama, History, Romance",Sanjay Leela Bhansali,"Prakash Kapadia, Sanjay Leela Bhansali","Deepika Padukone, Ranveer Singh, Shahid Kapoor","Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar","Hindi, Tamil, Rajasthani",India,33 wins & 41 nominations,https://m.media-amazon.com/images/M/MV5BOWZjMjkwM2QtZTJiMy00MmI5LWI2YjEtMmY5NjNiYTE2NTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"30,179",tt5935704,movie,29 Mar 2018,"$11,846,060",N/A,N/A,True,,
184,Stan,2006,Not Rated,06 Jun 2006,59 min,Biography,Jon Sen,"Neil Brand (adapted from radio play by), Neil Brand (play), Neil Brand (screenplay)","Jim Norton, Trevor Cooper, Dearbhla Molloy, Lorelei King","Based on the Neil Brand's critically acclaimed radio play of the same name, the drama follows Stan Laurel's last visit to his dying friend and comedy partner Oliver 'Babe' Hardy and Stan's ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMjM3MDk1NTg5MV5BMl5BanBnXkFtZTgwMjQ3NzkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,215,tt0791338,movie,N/A,N/A,N/A,N/A,True,,
185,SuperFly,2018,R,13 Jun 2018,116 min,"Action, Crime, Thriller",Director X.,Alex Tse,"Trevor Jackson, Jason Mitchell, Lex Scott Davis","With retirement on his mind, a successful Atlanta-based drug dealer sets up one last big job while dealing with trigger-happy colleagues and the police.","English, Spanish, Cantonese",United States,N/A,https://m.media-amazon.com/images/M/MV5BMWU1Yzc0ZDUtNGFlZC00ZTFkLWIxMTEtZTQ5ZTliYzIxZWI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.2,"6,839",tt7690670,movie,28 Aug 2018,"$20,545,116",N/A,N/A,True,,
186,Early Man,2018,PG,16 Feb 2018,89 min,"Animation, Adventure, Comedy",Nick Park,"Mark Burton, James Higginson, Nick Park","Eddie Redmayne, Tom Hiddleston, Maisie Williams","Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City ",English,"France, United Kingdom, United States, Ireland",1 win & 15 nominations,https://m.media-amazon.com/images/M/MV5BYWMxYWVjNzAtMTY0YS00YWQyLWExMGItMjUxODkwYzQyNzMwXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.1,"21,452",tt4701724,movie,22 May 2018,"$8,267,544",N/A,N/A,True,,
187,I Can Only Imagine,2018,PG,16 Mar 2018,110 min,"Biography, Drama, Family","Andrew Erwin, Jon Erwin","Bart Millard, Jon Erwin, Brent McCorkle","J. Michael Finley, Madeline Carroll, Dennis Quaid","The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.",English,United States,6 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTRjNDc5NTAtZGJlYS00NTg4LTk2NTEtNGUwY2NiZWM3YTY2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,7.4,"15,640",tt6450186,movie,12 Jun 2018,"$83,482,352",N/A,N/A,True,,
188,The Hummingbird Project,2018,R,22 Mar 2019,111 min,"Drama, Thriller",Kim Nguyen,Kim Nguyen,"Jesse Eisenberg, Alexander Skarsgård, Salma Hayek",A pair of high-frequency traders go up against their old boss in an effort to make millions in a fiber-optic cable deal.,"English, Spanish, Hebrew, Italian, Russian","Canada, Belgium",3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTA2MDM2OTMzODNeQTJeQWpwZ15BbWU4MDgxNjExMjcz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.2,"13,820",tt6866224,movie,11 Jun 2019,"$371,784",N/A,N/A,True,,
189,Dragon Ball Super: Broly,2018,PG,16 Jan 2019,100 min,"Animation, Action, Adventure",Tatsuya Nagamine,Akira Toriyama,"Masako Nozawa, Aya Hisakawa, Ryô Horikawa","Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",Japanese,Japan,2 nominations,https://m.media-amazon.com/images/M/MV5BMjhhMDU5Y2QtMzcyZS00ZGE1LTg3ZjMtMTYyOTM0OTFlYTRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.8,"25,220",tt7961060,movie,16 Apr 2019,"$30,712,119",N/A,N/A,True,,
190,Gloria Bell,2018,R,22 Mar 2019,102 min,"Comedy, Drama, Music",Sebastián Lelio,"Alice Johnson Boher, Sebastián Lelio, Gonzalo Maza","Julianne Moore, John Turturro, Caren Pistorius",A free-spirited woman in her 50s seeks out love at L.A. dance clubs.,English,"Chile, United States",9 nominations,https://m.media-amazon.com/images/M/MV5BMTc5Nzc1OTk3OV5BMl5BanBnXkFtZTgwNDM1NTQ3NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.3,"11,070",tt6902696,movie,N/A,"$5,611,123",N/A,N/A,True,,
191,Kin,2018,PG-13,31 Aug 2018,102 min,"Action, Drama, Sci-Fi","Jonathan Baker, Josh Baker","Jonathan Baker, Josh Baker, Daniel Casey","Myles Truitt, Jack Reynor, Dennis Quaid","Chased by a vengeful criminal, the feds and a gang of otherworldly soldiers, an ex-con and his adopted teenage brother go on the run with a weapon of mysterious origin as their only protection.",English,"United States, Canada",3 nominations,https://m.media-amazon.com/images/M/MV5BZDczYzNhMDMtNmQ2Ni00ZjcwLWI1MDQtMWI1YWVkNjkzN2NhXkEyXkFqcGdeQXVyNDMzMzI5MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.8,"16,542",tt6017942,movie,20 Nov 2018,"$5,718,096",N/A,N/A,True,,
192,Aniara,2018,R,17 May 2019,106 min,"Drama, Sci-Fi","Pella Kagerman, Hugo Lilja","Pella Kagerman, Hugo Lilja, Harry Martinson","Emelie Garbers, Bianca Cruzeiro, Arvin Kananian","A spaceship carrying settlers to Mars is knocked off course, causing the consumption-obsessed passengers to consider their place in the universe.","Swedish, Spanish, English","Sweden, Denmark, United States",11 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjUzMzk4NDMzNV5BMl5BanBnXkFtZTgwNjE5NDY1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.3,"8,426",tt7589524,movie,17 May 2019,"$40,124",N/A,N/A,True,,
193,Becoming Astrid,2018,N/A,14 Sep 2018,123 min,"Biography, Drama",Pernille Fischer Christensen,"Kim Fupz Aakeson, Pernille Fischer Christensen","Alba August, Maria Bonnevie, Trine Dyrholm","Biopic of Swedish writer Astrid Lindgren, the author of numerous children's books and creator of Pippi Longstocking.","Swedish, Danish","Sweden, Denmark",2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMDU3ODdiNzktMTliNC00YWU1LTlmMzItYTkyOWUyYTZmZjljXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.1,"5,791",tt6433456,movie,19 Mar 2019,"$120,486",N/A,N/A,True,,
194,Goosebumps 2: Haunted Halloween,2018,PG,12 Oct 2018,90 min,"Animation, Adventure, Comedy",Ari Sandel,"Rob Lieber, Darren Lemke, R.L. Stine","Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor",Two young friends find a magic book that brings a ventriloquist's dummy to life.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzgxMDQ2MDUyMF5BMl5BanBnXkFtZTgwNzgyMjQyNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.6,"20,192",tt5664636,movie,24 Dec 2018,"$46,700,633",N/A,N/A,True,,
195,The Quake,2018,PG-13,14 Dec 2018,106 min,"Action, Drama, Thriller",John Andreas Andersen,"John Kåre Raake, Harald Rosenløw-Eeg","Kristoffer Joner, Ane Dahl Torp, Edith Haagenrud-Sande","In 1904 an earthquake of magnitude 5.4 on the Richter scale shook Oslo, with an epicenter in the ""Oslo Graben"" which runs under the Norwegian capital. There are now signs that indicate that we can expect a major future earthquake in ","English, Indonesian, Norwegian",Norway,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNjYzYWRlZmEtNTQzZC00ZmE2LThjNzAtMDY3ZmNmYmJiMjBlXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.2,"11,231",tt6523720,movie,19 Mar 2019,"$6,235",N/A,N/A,True,,
196,Nobody's Fool,1994,R,13 Jan 1995,110 min,"Comedy, Drama",Robert Benton,"Richard Russo, Robert Benton","Paul Newman, Bruce Willis, Jessica Tandy",A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,English,United States,Nominated for 2 Oscars. 5 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjg0YzYzYzktNTY3NC00MDE0LThjMzYtMmY0MWZlNDdiYWY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.4,"19,788",tt0110684,movie,04 Jun 2013,"$39,491,975",N/A,N/A,True,,
197,7 Days in Entebbe,2018,PG-13,16 Mar 2018,107 min,"Action, Drama, History",José Padilha,Gregory Burke,"Batsheva Dance Company, Zina Zinchenko, Ben Schnetzer","Inspired by the true events of the 1976 hijacking of an Air France flight en route from Tel Aviv to Paris, and the most daring rescue mission ever attempted.","English, German, French, Hebrew, Arabic","United Kingdom, United States, France, Malta",N/A,https://m.media-amazon.com/images/M/MV5BMjAwNDMzNzg0Nl5BMl5BanBnXkFtZTgwOTkxNjY2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.8,"15,247",tt5466186,movie,03 Jul 2018,"$3,326,885",N/A,N/A,True,,
198,My Hero Academia: Two Heroes,2018,PG-13,25 Sep 2018,96 min,"Animation, Action, Adventure",Kenji Nagasaki,"Kôhei Horikoshi, Yôsuke Kuroda, Hitoshi Nagai","Daiki Yamashita, Kenta Miyake, Mirai Shida",All Might and Deku accept an invitation to visit I Island where they battle against a villain who takes the island hostage.,Japanese,Japan,1 win,https://m.media-amazon.com/images/M/MV5BYjViOWY3YTQtNTliOC00NzkwLTllMGMtMjNiZTU0MmZjZTgzXkEyXkFqcGdeQXVyODgzNTQ1NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.5,"9,361",tt7745068,movie,12 Mar 2019,"$5,754,556",N/A,N/A,True,,
199,An Interview with God,2018,Unrated,21 Aug 2018,97 min,"Drama, Mystery",Perry Lang,Ken Aguado,"David Strathairn, Brenton Thwaites, Yael Grobglas",An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime - with someone who claims to be God.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk0ODQ3MzM5Nl5BMl5BanBnXkFtZTgwMzkyOTY4NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,5.8,"3,771",tt5779372,movie,23 Oct 2018,"$1,201,434",N/A,N/A,True,,
200,Midsommar,2019,R,03 Jul 2019,148 min,"Drama, Horror, Mystery",Ari Aster,Ari Aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,"English, Swedish","United States, Sweden",27 wins & 77 nominations,https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.1,"272,211",tt8772262,movie,24 Sep 2019,"$27,426,361",N/A,N/A,True,,
201,Once Upon a Time... In Hollywood,2019,R,26 Jul 2019,161 min,"Comedy, Drama",Quentin Tarantino,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"English, Italian, Spanish, German","United States, United Kingdom, China",Won 2 Oscars. 143 wins & 380 nominations total,https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.6,"663,484",tt7131622,movie,27 Aug 2019,"$142,502,728",N/A,N/A,True,,
202,Avengers: Endgame,2019,PG-13,26 Apr 2019,181 min,"Action, Adventure, Drama","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Stan Lee","Robert Downey Jr., Chris Evans, Mark Ruffalo","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","English, Japanese, Xhosa, German",United States,Nominated for 1 Oscar. 70 wins & 132 nominations total,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.4,"999,441",tt4154796,movie,30 Jul 2019,"$858,373,000",N/A,N/A,True,,
203,Fighting with My Family,2019,PG-13,22 Feb 2019,108 min,"Biography, Comedy, Drama",Stephen Merchant,Stephen Merchant,"Dwayne Johnson, Lena Headey, Vince Vaughn",A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,English,"United Kingdom, United States",9 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNWM0NGUxMzUtMjRlZS00OWZlLTlkZDMtMzJhOWVmZDY2ODczXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.1,"77,305",tt6513120,movie,14 May 2019,"$22,958,886",N/A,N/A,True,,
204,Little Women,2019,PG,25 Dec 2019,135 min,"Drama, Romance",Greta Gerwig,"Greta Gerwig, Louisa May Alcott","Saoirse Ronan, Emma Watson, Florence Pugh","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","English, French",United States,Won 1 Oscar. 77 wins & 231 nominations total,https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.8,"180,172",tt3281548,movie,25 Dec 2019,"$108,101,214",N/A,N/A,True,,
205,Escape Room,2019,PG-13,04 Jan 2019,99 min,"Action, Adventure, Horror",Adam Robitel,"Bragi F. Schut, Maria Melnik","Taylor Russell, Logan Miller, Jay Ellis",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,English,"United States, South Africa",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.4,"111,993",tt5886046,movie,23 Apr 2019,"$57,005,601",N/A,N/A,True,,
206,The Dead Don't Die,2019,R,14 Jun 2019,104 min,"Comedy, Fantasy, Horror",Jim Jarmusch,Jim Jarmusch,"Bill Murray, Adam Driver, Tom Waits",The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,English,United States,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BZWQxZDIzNzUtZGE3MS00MGU3LTk5NjMtZGFjMDljNDlmMWE1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.5,"73,162",tt8695030,movie,03 Sep 2019,"$6,563,605",N/A,N/A,True,,
207,Joker,2019,R,04 Oct 2019,122 min,"Crime, Drama, Thriller",Todd Phillips,"Todd Phillips, Scott Silver, Bob Kane","Joaquin Phoenix, Robert De Niro, Zazie Beetz","In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",English,"United States, Canada",Won 2 Oscars. 121 wins & 240 nominations total,https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,8.4,"1,125,565",tt7286456,movie,03 Oct 2019,"$335,451,311",N/A,N/A,True,,
