,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
215,"Crazy, Stupid, Love.",2011,PG-13,29 Jul 2011,118 min,"Comedy, Drama, Romance","Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",English,United States,4 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.4,"500,311",tt1570728,movie,13 Apr 2016,"$84,351,197","Carousel, DiNovi Pictures",N/A,True,,
216,No Strings Attached,2011,R,21 Jan 2011,108 min,"Comedy, Romance",Ivan Reitman,"Elizabeth Meriwether, Michael Samonek","Natalie Portman, Ashton Kutcher, Kevin Kline","A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.","English, Ukrainian","United States, United Kingdom",2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.2,"224,267",tt1411238,movie,10 May 2011,"$70,662,220",N/A,N/A,True,,
217,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,20 May 2011,136 min,"Action, Adventure, Fantasy",Rob Marshall,"Ted Elliott, Terry Rossio, Stuart Beattie","Johnny Depp, Penélope Cruz, Ian McShane","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.","English, Spanish","United States, United Kingdom",3 wins & 31 nominations,https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.6,"505,676",tt1298650,movie,18 Oct 2011,"$241,071,802",N/A,N/A,True,,
218,Sucker Punch,2011,PG-13,25 Mar 2011,110 min,"Action, Adventure, Fantasy",Zack Snyder,"Zack Snyder, Steve Shibuya","Emily Browning, Vanessa Hudgens, Abbie Cornish",A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,"English, German","United States, Canada",1 win & 11 nominations,https://m.media-amazon.com/images/M/MV5BNDEwNGRlNjQtZjI4OC00ZmMxLWEyYmQtNGI1NDk4YmUyYTNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,6.0,"239,172",tt0978764,movie,28 Jun 2011,"$36,392,502",N/A,N/A,True,,
219,Warrior,2011,PG-13,09 Sep 2011,140 min,"Action, Drama, Sport",Gavin O'Connor,"Gavin O'Connor, Anthony Tambakis, Cliff Dorfman","Tom Hardy, Nick Nolte, Joel Edgerton","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","English, Spanish",United States,Nominated for 1 Oscar. 5 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,8.1,"454,329",tt1291584,movie,20 Dec 2011,"$13,657,115",N/A,N/A,True,,
220,Kung Fu Panda 2,2011,PG,26 May 2011,90 min,"Animation, Action, Adventure",Jennifer Yuh Nelson,"Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Angelina Jolie, Jackie Chan","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",English,United States,Nominated for 1 Oscar. 5 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"270,798",tt1302011,movie,13 Dec 2011,"$165,249,063",N/A,N/A,True,,
221,Friends with Benefits,2011,R,22 Jul 2011,109 min,"Comedy, Romance",Will Gluck,"Keith Merryman, David A. Newman, Will Gluck","Mila Kunis, Justin Timberlake, Patricia Clarkson","A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTQ2MzQ0NTk4N15BMl5BanBnXkFtZTcwMDc2NDYzNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"357,046",tt1632708,movie,02 Dec 2011,"$55,802,754",N/A,N/A,True,,
222,Immortals,2011,R,11 Nov 2011,110 min,"Action, Drama, Fantasy",Tarsem Singh,"Charley Parlapanides, Vlas Parlapanides","Henry Cavill, Mickey Rourke, John Hurt","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.","English, Greek","United States, Canada, United Kingdom",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.0,"165,979",tt1253864,movie,06 Mar 2012,"$83,504,017",N/A,N/A,True,,
223,X-Men: First Class,2011,PG-13,03 Jun 2011,131 min,"Action, Adventure, Sci-Fi",Matthew Vaughn,"Ashley Miller, Zack Stentz, Jane Goldman","James McAvoy, Michael Fassbender, Jennifer Lawrence","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","English, German, French, Spanish, Russian","United States, United Kingdom",21 wins & 39 nominations,https://m.media-amazon.com/images/M/MV5BMTg5OTMxNzk4Nl5BMl5BanBnXkFtZTcwOTk1MjAwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.7,"669,020",tt1270798,movie,09 Sep 2011,"$146,408,305",N/A,N/A,True,,
224,Contagion,2011,PG-13,09 Sep 2011,106 min,"Drama, Thriller",Steven Soderbergh,Scott Z. Burns,"Matt Damon, Kate Winslet, Jude Law","Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.","English, Mandarin, Cantonese","United Arab Emirates, United States",2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.8,"296,864",tt1598778,movie,03 Jan 2012,"$75,658,097",N/A,N/A,True,,
225,Bad Teacher,2011,R,24 Jun 2011,92 min,"Comedy, Romance",Jake Kasdan,"Gene Stupnitsky, Lee Eisenberg","Cameron Diaz, Jason Segel, Justin Timberlake","A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.",English,United States,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTQ5NDI4MDM0Nl5BMl5BanBnXkFtZTcwNDYwODU2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.6,"199,466",tt1284575,movie,18 Oct 2011,"$100,292,856",N/A,N/A,True,,
226,In Time,2011,PG-13,28 Oct 2011,109 min,"Action, Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the ",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.7,"395,391",tt1637688,movie,31 Jan 2012,"$37,520,095",N/A,N/A,True,,
227,One Day,2011,PG-13,19 Aug 2011,107 min,"Drama, Romance",Lone Scherfig,David Nicholls,"Anne Hathaway, Jim Sturgess, Patricia Clarkson","After spending the night together on the night of their college graduation Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",English,"United States, United Kingdom",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTQ3NTg2MDI3NF5BMl5BanBnXkFtZTcwMjc5MTA1NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.0,"147,643",tt1563738,movie,29 Nov 2011,"$13,843,771",N/A,N/A,True,,
228,Scream 4,2011,R,15 Apr 2011,111 min,"Horror, Mystery",Wes Craven,Kevin Williamson,"Neve Campbell, Courteney Cox, David Arquette","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTk5OTcxNTUyNF5BMl5BanBnXkFtZTcwMDczMzE0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.2,"136,299",tt1262416,movie,04 Oct 2011,"$38,180,928",N/A,N/A,True,,
229,Shame,2011,NC-17,13 Jan 2012,101 min,Drama,Steve McQueen,"Steve McQueen, Abi Morgan, Harold Manning","Michael Fassbender, Carey Mulligan, James Badge Dale",A sex addict's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,English,"United Kingdom, Canada, United States",Nominated for 2 BAFTA Film 50 wins & 94 nominations total,https://m.media-amazon.com/images/M/MV5BOGU4Mjc0ZWMtNGQ0OS00ZWQ4LThkNDUtOTE1Y2EzYjgzMDU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.2,"191,456",tt1723811,movie,17 Apr 2012,"$3,909,002",N/A,N/A,True,,
230,Mission: Impossible - Ghost Protocol,2011,PG-13,21 Dec 2011,132 min,"Action, Adventure, Thriller",Brad Bird,"Bruce Geller, Josh Appelbaum, André Nemec","Tom Cruise, Jeremy Renner, Simon Pegg","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","English, Russian, French, Arabic, Swedish",United States,5 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.4,"475,846",tt1229238,movie,17 Apr 2012,"$209,397,903",N/A,N/A,True,,
231,Super 8,2011,PG-13,10 Jun 2011,112 min,"Action, Mystery, Sci-Fi",J.J. Abrams,J.J. Abrams,"Elle Fanning, AJ Michalka, Kyle Chandler","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",English,United States,11 wins & 70 nominations,https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"348,519",tt1650062,movie,22 Nov 2011,"$127,004,179",N/A,N/A,True,,
232,We Need to Talk About Kevin,2011,R,21 Oct 2011,112 min,"Drama, Mystery, Thriller",Lynne Ramsay,"Lynne Ramsay, Rory Stewart Kinnear, Lionel Shriver","Tilda Swinton, John C. Reilly, Ezra Miller","Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",English,"United Kingdom, United States",Nominated for 3 BAFTA Film 26 wins & 66 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.5,"148,135",tt1242460,movie,29 May 2012,"$1,738,692",N/A,N/A,True,,
233,Limitless,2011,PG-13,18 Mar 2011,105 min,"Sci-Fi, Thriller",Neil Burger,"Leslie Dixon, Alan Glynn","Bradley Cooper, Anna Friel, Abbie Cornish","With the help of a mysterious pill that enables the user to access 100% of his brain's abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with many dangers.","English, Russian, Italian, Mandarin, French",United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.4,"552,473",tt1219289,movie,19 Jul 2011,"$79,249,455",N/A,N/A,True,,
234,Unknown,2011,PG-13,18 Feb 2011,113 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"Oliver Butcher, Stephen Cornwell, Didier Van Cauwelaert","Liam Neeson, Diane Kruger, January Jones","When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.","English, German, Turkish, Arabic","United Kingdom, Germany, France, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.8,"257,521",tt1401152,movie,21 Jun 2011,"$63,686,397",N/A,N/A,True,,
235,Transformers: Dark of the Moon,2011,PG-13,29 Jun 2011,154 min,"Action, Adventure, Sci-Fi",Michael Bay,Ehren Kruger,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",English,United States,Nominated for 3 Oscars. 10 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"397,146",tt1399103,movie,30 Sep 2011,"$352,390,543",N/A,N/A,True,,
236,Cowboys,2020,N/A,12 Feb 2021,86 min,Drama,Anna Kerrigan,Anna Kerrigan,"Steve Zahn, Jillian Bell, Sasha Knight",A troubled but well-intentioned father who has recently separated from his wife runs off with his trans son into the Montana wilderness after his ex-wife's refusal to let their son live as his authentic self.,English,United States,5 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNDljMWRmODktZDU4YS00MjEzLTkwNjItYjkzZmYzNzM2YWZlXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.1,"1,146",tt6187134,movie,12 Feb 2021,N/A,N/A,N/A,True,,
237,Tinker Tailor Soldier Spy,2011,R,06 Jan 2012,122 min,"Drama, Mystery, Thriller",Tomas Alfredson,"John le Carré, Bridget O'Connor, Peter Straughan","Gary Oldman, Colin Firth, Tom Hardy","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.","English, Russian, Hungarian, French, Turkish","United Kingdom, France, Germany",Nominated for 3 Oscars. 35 wins & 100 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.1,"197,079",tt1340800,movie,20 Mar 2012,"$24,149,393",N/A,N/A,True,,
238,The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,18 Nov 2011,117 min,"Adventure, Drama, Fantasy",Bill Condon,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.","English, Portuguese",United States,11 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,4.9,"234,347",tt1324999,movie,11 Feb 2012,"$281,287,133",N/A,N/A,True,,
239,Conan the Barbarian,1982,R,14 May 1982,129 min,"Action, Adventure, Fantasy",John Milius,"Robert E. Howard, John Milius, Oliver Stone","Arnold Schwarzenegger, James Earl Jones, Max von Sydow","A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa",English,"United States, Mexico, Spain",2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMWIxMzQxZjAtMGFkNC00NzYwLWFiMGEtNzZhZjE5MmFiMmMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.9,"144,190",tt0082198,movie,30 May 2000,"$39,565,475",N/A,N/A,True,,
240,Cars 2,2011,G,24 Jun 2011,106 min,"Animation, Adventure, Comedy","John Lasseter, Bradford Lewis","John Lasseter, Bradford Lewis, Dan Fogelman","Owen Wilson, Larry the Cable Guy, Michael Caine",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espi,"English, Japanese, Italian, French",United States,1 win & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.1,"176,223",tt1216475,movie,01 Nov 2011,"$191,452,396",N/A,N/A,True,,
241,Rango,2011,PG,04 Mar 2011,107 min,"Animation, Action, Adventure",Gore Verbinski,"John Logan, Gore Verbinski, James Ward Byrkit","Johnny Depp, Isla Fisher, Timothy Olyphant","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",English,United States,Won 1 Oscar. 46 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.2,"253,198",tt1192628,movie,15 Jul 2011,"$123,477,607",N/A,N/A,True,,
242,Melancholia,2011,R,26 May 2011,135 min,"Drama, Sci-Fi",Lars von Trier,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland",Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,English,"Denmark, Sweden, France, Germany",35 wins & 95 nominations,https://m.media-amazon.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.2,"177,203",tt1527186,movie,13 Mar 2012,"$3,030,848",N/A,N/A,True,,
243,Source Code,2011,PG-13,01 Apr 2011,93 min,"Action, Drama, Mystery",Duncan Jones,Ben Ripley,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,English,"United States, Canada, France, Germany",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"506,058",tt0945513,movie,26 Jul 2011,"$54,712,227",N/A,N/A,True,,
244,Real Steel,2011,PG-13,07 Oct 2011,127 min,"Action, Drama, Sci-Fi",Shawn Levy,"John Gatins, Dan Gilroy, Jeremy Leven","Hugh Jackman, Evangeline Lilly, Dakota Goyo","In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.","English, Ukrainian","United States, India",Nominated for 1 Oscar. 2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.0,"316,140",tt0433035,movie,24 Jan 2012,"$85,468,508",N/A,N/A,True,,
245,Horrible Bosses,2011,R,08 Jul 2011,98 min,"Comedy, Crime",Seth Gordon,"Michael Markowitz, John Francis Daley, Jonathan Goldstein","Jason Bateman, Charlie Day, Jason Sudeikis",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,English,United States,3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.8,"437,564",tt1499658,movie,11 Oct 2011,"$117,538,559",N/A,N/A,True,,
246,Rio,2011,PG,15 Apr 2011,96 min,"Animation, Adventure, Comedy",Carlos Saldanha,"Carlos Saldanha, Earl Richey Jones, Todd R. Jones","Jesse Eisenberg, Anne Hathaway, George Lopez","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.","English, Portuguese, Arabic",United States,Nominated for 1 Oscar. 3 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.9,"219,395",tt1436562,movie,02 Aug 2011,"$143,619,809",N/A,N/A,True,,
247,The Skin I Live In,2011,R,02 Sep 2011,120 min,"Drama, Horror, Thriller",Pedro Almodóvar,"Pedro Almodóvar, Agustín Almodóvar, Thierry Jonquet","Antonio Banderas, Elena Anaya, Jan Cornet","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Spanish,"Spain, United States",Won 1 BAFTA Film Award28 wins & 69 nominations total,https://m.media-amazon.com/images/M/MV5BMjMwOTYyNDY4NV5BMl5BanBnXkFtZTcwNDI1ODk0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.6,"147,539",tt1189073,movie,06 Mar 2012,"$3,185,812",N/A,N/A,True,,
248,Sherlock Holmes: A Game of Shadows,2011,PG-13,16 Dec 2011,129 min,"Action, Adventure, Mystery",Guy Ritchie,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle","Robert Downey Jr., Jude Law, Jared Harris","Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.","English, French, Italian, German, Romany","United States, United Kingdom",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.5,"440,717",tt1515091,movie,12 Jun 2012,"$186,848,418",N/A,N/A,True,,
