,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
68,Point Break,1991,R,12 Jul 1991,122 min,"Action, Crime, Thriller",Kathryn Bigelow,"Rick King, W. Peter Iliff","Patrick Swayze, Keanu Reeves, Gary Busey",An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,English,"United States, Japan",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNWVjZWFmYjItZGJlOC00YTllLWE4YjctMWY2ZTg5ZjE0MDIyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.3,"174,051",tt0102685,movie,03 Oct 2006,"$43,218,387",N/A,N/A,True,
69,Get Hard,2015,R,27 Mar 2015,100 min,"Comedy, Crime",Etan Cohen,"Jay Martel, Ian Roberts, Etan Cohen","Will Ferrell, Kevin Hart, Alison Brie","When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.0,"131,407",tt2561572,movie,30 Jun 2015,"$90,411,453",N/A,N/A,True,
70,Hitman: Agent 47,2015,R,21 Aug 2015,96 min,"Action, Crime, Thriller",Aleksander Bach,"Skip Woods, Michael Finch, Morten Iversen","Rupert Friend, Hannah Ware, Zachary Quinto",An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,English,"United States, United Kingdom, Germany, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BMjc2ODU1YWYtOGU1MS00ODQ3LTg1YmUtYmRmNjZmNzNiMjA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.7,"89,220",tt2679042,movie,29 Dec 2015,"$22,467,450",N/A,N/A,True,
71,Entourage,2004–2011,TV-MA,18 Jul 2004,28 min,"Comedy, Drama",N/A,Doug Ellin,"Kevin Connolly, Adrian Grenier, Kevin Dillon",Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,English,United States,Won 6 Primetime Emmys. 14 wins & 106 nominations total,https://m.media-amazon.com/images/M/MV5BZDg3ZDc2MDQtNzQwZi00YzFjLTgyOTMtMDMzZTc5N2VlNTg2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"164,600",tt0387199,series,,,,,True,8
72,Steve Jobs,2015,R,23 Oct 2015,122 min,"Biography, Drama",Danny Boyle,"Aaron Sorkin, Walter Isaacson","Michael Fassbender, Kate Winslet, Seth Rogen","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",English,"United Kingdom, United States",Nominated for 2 Oscars. 28 wins & 114 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.2,"165,044",tt2080374,movie,16 Feb 2016,"$17,766,658",N/A,N/A,True,
73,Scouts Guide to the Zombie Apocalypse,2015,R,30 Oct 2015,93 min,"Action, Comedy, Horror",Christopher Landon,"Carrie Lee Wilson, Emi Mochizuki, Christopher Landon","Tye Sheridan, Logan Miller, Joey Morgan","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMTY4NjczNjE4OV5BMl5BanBnXkFtZTgwODk0MjQ5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,6.3,"49,337",tt1727776,movie,05 Jan 2016,"$3,703,046",N/A,N/A,True,
74,Hardcore Henry,2015,R,08 Apr 2016,96 min,"Action, Adventure, Sci-Fi",Ilya Naishuller,"Ilya Naishuller, Will Stewart","Sharlto Copley, Tim Roth, Haley Bennett","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.","English, Russian","Russia, United States, China",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.7,"92,410",tt3072482,movie,12 Jul 2016,"$9,252,038",N/A,N/A,True,
75,Joy,2015,PG-13,25 Dec 2015,124 min,"Biography, Drama",David O. Russell,"David O. Russell, Annie Mumolo","Jennifer Lawrence, Robert De Niro, Bradley Cooper","Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.","English, Spanish, French",United States,Nominated for 1 Oscar. 8 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BNzRiOWZmMzUtZTJiOC00MjQ1LTkwMjgtNzhlYzBmODAzYTA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"134,044",tt2446980,movie,03 May 2016,"$56,451,232",N/A,N/A,True,
76,Masterminds,2016,PG-13,30 Sep 2016,95 min,"Biography, Comedy, Crime",Jared Hess,"Chris Bowman, Hubbel Palmer, Emily Spivey","Zach Galifianakis, Kristen Wiig, Owen Wilson",A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.,"English, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.8,"54,162",tt2461150,movie,31 Jan 2017,"$17,368,022",N/A,N/A,True,
77,Brooklyn,2015,PG-13,25 Nov 2015,117 min,"Drama, Romance",John Crowley,"Nick Hornby, Colm Tóibín","Saoirse Ronan, Emory Cohen, Domhnall Gleeson","An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.","English, Latin, Irish Gaelic","United Kingdom, Canada, Ireland",Nominated for 3 Oscars. 38 wins & 161 nominations total,https://m.media-amazon.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.5,"137,863",tt2381111,movie,15 Mar 2016,"$38,322,743",N/A,N/A,True,
78,Youth,2015,R,04 Dec 2015,124 min,"Comedy, Drama, Music",Paolo Sorrentino,Paolo Sorrentino,"Michael Caine, Harvey Keitel, Rachel Weisz",A retired orchestra conductor is on vacation with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,"English, Spanish, Swiss German","Italy, France, United Kingdom, Switzerland",Nominated for 1 Oscar. 24 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BMjI2OTk5MzYyMl5BMl5BanBnXkFtZTgwMzY1MjE3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.3,"75,680",tt3312830,movie,01 Mar 2016,"$2,703,296",N/A,N/A,True,
79,Self/less,2015,PG-13,10 Jul 2015,117 min,"Action, Mystery, Sci-Fi",Tarsem Singh,"Àlex Pastor, David Pastor","Ryan Reynolds, Natalie Martinez, Matthew Goode","A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU0MTQzNzAxMl5BMl5BanBnXkFtZTgwNjg4MjcxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.5,"96,442",tt2140379,movie,10 Nov 2015,"$12,279,691",N/A,N/A,True,
80,Ted 2,2015,R,26 Jun 2015,115 min,Comedy,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Mark Wahlberg, Seth MacFarlane, Amanda Seyfried","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",English,United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.3,"197,852",tt2637276,movie,15 Dec 2015,"$81,476,385",N/A,N/A,True,
81,Pan,2015,PG,09 Oct 2015,111 min,"Adventure, Comedy, Family",Joe Wright,"Jason Fuchs, J.M. Barrie","Levi Miller, Hugh Jackman, Garrett Hedlund","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.",English,"United States, United Kingdom, Australia",8 nominations,https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.7,"62,926",tt3332064,movie,22 Dec 2015,"$35,088,320",N/A,N/A,True,
82,Pixels,2015,PG-13,24 Jul 2015,105 min,"Action, Comedy, Fantasy",Chris Columbus,"Tim Herlihy, Timothy Dowling, Patrick Jean","Adam Sandler, Kevin James, Michelle Monaghan","When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","English, Hindi, Japanese","United States, China, Canada",5 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.5,"139,465",tt2120120,movie,27 Oct 2015,"$78,747,585",N/A,N/A,True,
83,Demolition,2015,R,08 Apr 2016,101 min,"Comedy, Drama",Jean-Marc Vallée,Bryan Sipe,"Jake Gyllenhaal, Naomi Watts, Chris Cooper","A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.0,"96,239",tt1172049,movie,19 Jul 2016,"$1,978,592",N/A,N/A,True,
84,Macbeth,2015,R,11 Dec 2015,113 min,"Drama, History, War",Justin Kurzel,"Todd Louiso, Jacob Koskoff, Michael Lesslie","Michael Fassbender, Marion Cotillard, Jack Madigan","Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",English,"United Kingdom, France, United States",4 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BNzgyNDczMjU4NV5BMl5BanBnXkFtZTgwMTUwMDI3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.6,"55,175",tt2884018,movie,08 Mar 2016,"$1,110,707",N/A,N/A,True,
85,Daddy's Home,2015,PG-13,25 Dec 2015,96 min,"Comedy, Family",Sean Anders,"Brian Burns, Sean Anders, John Morris","Will Ferrell, Mark Wahlberg, Linda Cardellini","Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"116,293",tt1528854,movie,11 Jan 2016,"$150,357,137",N/A,N/A,True,
86,Run All Night,2015,R,13 Mar 2015,114 min,"Action, Crime, Thriller",Jaume Collet-Serra,Brad Ingelsby,"Liam Neeson, Ed Harris, Joel Kinnaman","Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of ",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.6,"106,920",tt2199571,movie,16 Jun 2015,"$26,461,644",N/A,N/A,True,
87,Mr. Right,2015,R,08 Apr 2016,95 min,"Action, Comedy, Romance",Paco Cabezas,Max Landis,"Anna Kendrick, Sam Rockwell, Tim Roth","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BOTcxNjUyOTMwOV5BMl5BanBnXkFtZTgwMzUxMDk4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,"54,499",tt2091935,movie,04 Oct 2016,"$34,694","Circle of Confusion, 3311 Productions, Amasia Entertainment",N/A,True,
88,Magic Mike XXL,2015,R,01 Jul 2015,115 min,"Comedy, Drama, Music",Gregory Jacobs,Reid Carolin,"Channing Tatum, Joe Manganiello, Matt Bomer","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",English,United States,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNDMyODU3ODk3Ml5BMl5BanBnXkFtZTgwNDc1ODkwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,5.6,"54,667",tt2268016,movie,06 Oct 2015,"$66,013,057",N/A,N/A,True,
89,The DUFF,2015,PG-13,20 Feb 2015,101 min,"Comedy, Romance",Ari Sandel,"Josh A. Cagan, Kody Keplinger","Mae Whitman, Bella Thorne, Robbie Amell","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","English, Spanish",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"90,510",tt1666801,movie,09 Jun 2015,"$34,030,343",N/A,N/A,True,
90,Trumbo,2015,R,27 Nov 2015,124 min,"Biography, Crime, Drama",Jay Roach,"John McNamara, Bruce Cook","Bryan Cranston, Diane Lane, Helen Mirren","In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",English,United States,Nominated for 1 Oscar. 8 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BMjM1MDc2OTQ3NV5BMl5BanBnXkFtZTgwNzQ0NjQ1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.5,"80,103",tt3203606,movie,16 Feb 2016,"$7,857,741",N/A,N/A,True,
91,Hotel Transylvania 2,2015,PG,25 Sep 2015,89 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham","Adam Sandler, Andy Samberg, Selena Gomez","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",English,United States,2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BNThkYmNmYzAtOGI2Ny00ODI4LTgwY2MtZmY3YWMxYTUyYjVjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.7,"120,125",tt2510894,movie,12 Jan 2016,"$169,700,110",N/A,N/A,True,
92,Knight of Cups,2015,R,04 Mar 2016,118 min,"Drama, Romance",Terrence Malick,Terrence Malick,"Christian Bale, Cate Blanchett, Natalie Portman","A writer indulging in all that Los Angeles and Las Vegas have to offer, undertakes a search for love and self via a series of adventures with six different women.","English, German, Spanish, Serbian",United States,4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjQyOTcwODIyNF5BMl5BanBnXkFtZTgwMDE4OTI4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.7,"26,550",tt2101383,movie,21 Jun 2016,"$566,006",N/A,N/A,True,
93,The Stanford Prison Experiment,2015,R,17 Jul 2015,122 min,"Biography, Drama, History",Kyle Patrick Alvarez,"Tim Talbott, Philip Zimbardo","Ezra Miller, Tye Sheridan, Billy Crudup","In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.",English,United States,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTUyNDIyMTA4NV5BMl5BanBnXkFtZTgwODM2MDMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"41,495",tt0420293,movie,17 Nov 2015,"$660,561",N/A,N/A,True,
94,The Longest Ride,2015,PG-13,10 Apr 2015,123 min,"Drama, Romance, Western",George Tillman Jr.,"Nicholas Sparks, Craig Bolotin","Scott Eastwood, Britt Robertson, Alan Alda","The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMzIzMjg0NjQwNF5BMl5BanBnXkFtZTgwODAwOTE4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,7.1,"80,696",tt2726560,movie,14 Jul 2015,"$37,446,117",N/A,N/A,True,
95,Victor Frankenstein,2015,PG-13,25 Nov 2015,110 min,"Drama, Horror, Sci-Fi",Paul McGuigan,"Max Landis, Mary Shelley","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay","Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became t",English,"United Kingdom, Canada, United States",4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BODA5MDc2NDI5OF5BMl5BanBnXkFtZTgwNDYzMTA2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.0,"55,737",tt1976009,movie,23 Feb 2016,"$5,775,076",N/A,N/A,True,
96,Insidious: Chapter 3,2015,PG-13,05 Jun 2015,97 min,"Horror, Mystery, Thriller",Leigh Whannell,Leigh Whannell,"Dermot Mulroney, Stefanie Scott, Angus Sampson",A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supe,English,"Canada, United Kingdom, United States",3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"100,700",tt3195644,movie,06 Oct 2015,"$52,218,558",N/A,N/A,True,
97,Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family",Rob Letterman,"Darren Lemke, Scott Alexander, Larry Karaszewski","Jack Black, Dylan Minnette, Odeya Rush","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",English,"United States, Australia",4 nominations,https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.3,"86,258",tt1051904,movie,26 Jan 2016,"$80,080,379",N/A,N/A,True,
98,Aloha,2015,PG-13,29 May 2015,105 min,"Comedy, Drama, Romance",Cameron Crowe,Cameron Crowe,"Bradley Cooper, Rachel McAdams, Emma Stone",A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.,"English, Hawaiian, Russian",United States,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.4,"65,487",tt1243974,movie,25 Aug 2015,"$21,067,116",N/A,N/A,True,
99,Baahubali: The Beginning,2015,Not Rated,09 Jul 2015,159 min,"Action, Drama",S.S. Rajamouli,"Vijayendra Prasad, S.S. Rajamouli, C.H. Vijay Kumar","Prabhas, Rana Daggubati, Ramya Krishnan","In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.","Telugu, Tamil",India,38 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BYWVlMjVhZWYtNWViNC00ODFkLTk1MmItYjU1MDY5ZDdhMTU3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,8.0,"110,660",tt2631186,movie,18 Aug 2016,"$6,738,000",N/A,N/A,True,
100,A Bigger Splash,2015,R,13 May 2016,125 min,"Drama, Music, Thriller",Luca Guadagnino,"David Kajganich, Jacques Deray, Alain Page","Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes",The vacation of a famous rock star and her boyfriend in Italy is disrupted by the unexpected visit of an old friend and his daughter.,"English, Italian, French","Italy, France, United States",4 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTkxNzk3NzMwN15BMl5BanBnXkFtZTgwODc3ODQ4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.4,"29,237",tt2056771,movie,04 Oct 2016,"$2,024,099",N/A,N/A,True,
101,The Wedding Ringer,2015,R,16 Jan 2015,101 min,Comedy,Jeremy Garelick,"Jeremy Garelick, Jay Lavender","Kevin Hart, Josh Gad, Kaley Cuoco","Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.","English, Spanish, Ukrainian",United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTk3MjQyNTUxNl5BMl5BanBnXkFtZTgwNjM3Mjk1MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.6,"74,060",tt0884732,movie,28 Apr 2015,"$64,460,211",N/A,N/A,True,
102,Sisters,2015,R,18 Dec 2015,118 min,Comedy,Jason Moore,Paula Pell,"Amy Poehler, Tina Fey, Maya Rudolph",Two sisters decide to throw one last house party before their parents sell their family home.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMjM3MzQ5NDE5MF5BMl5BanBnXkFtZTgwODE5OTQyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.0,"65,646",tt1850457,movie,15 Mar 2016,"$87,044,645",N/A,N/A,True,
